epoch,learning_rate,total_loss,supervised_loss,ssl_loss,test_accuracy,is_best,threshold_used
253,0.014811509401749702,0.12085019485053854,0.020539094172577318,0.10031110061030103,91.81,False,0.95
254,0.014717273404268868,0.11624667440087368,0.01942041458394856,0.09682625968359475,92.25,True,0.95
255,0.014623048568349931,0.11862745034134287,0.01943274426401362,0.09919470612309937,92.02,False,0.95
256,0.014528838613828069,0.11931397441105965,0.0198927940442585,0.09942118005238028,91.52,False,0.95
257,0.014434647259950974,0.11966841502322091,0.01960122413559156,0.10006719079409909,91.96,False,0.95
258,0.014340478225232023,0.11985055853923161,0.017933638585317466,0.1019169200116243,91.82,False,0.95
259,0.014246335227303451,0.11858759915981537,0.020183037890869584,0.0984045611614855,92.26,True,0.95
260,0.014152221982769626,0.11721311878954244,0.01744810212801537,0.09976501676898736,92.13,False,0.95
261,0.014058142207060297,0.12013941404656467,0.019219956446327586,0.10091945694552527,91.91,False,0.95
262,0.013964099614283909,0.1280599162619338,0.02803756899009339,0.10002234692756946,91.6,False,0.95
263,0.013870097917081001,0.14538840975007442,0.04237696543956796,0.1030114440836458,90.49,False,0.95
264,0.01377614082647763,0.17775146357524088,0.07171058927813911,0.10604087435282193,89.37,False,0.95
265,0.013682232051738847,0.16960083986194724,0.061337983983958885,0.10826285533670686,90.66,False,0.95
266,0.013588375300222279,0.16331398085905954,0.05608727709732504,0.10722670408013539,89.12,False,0.95
267,0.013494574277231771,0.15728502886162865,0.0515426929291879,0.10574233557423975,89.8,False,0.95
268,0.013400832685871094,0.16840768936607572,0.06123622922370067,0.10717146047669598,89.76,False,0.95
269,0.013307154226897768,0.1592109596245309,0.05083817655706189,0.10837278225355679,90.08,False,0.95
270,0.01321354259857695,0.15692080576450396,0.05275663465229619,0.10416417174104951,91.58,False,0.95
271,0.013120001496535432,0.1372194393323018,0.03731939358573057,0.0999000457744313,91.46,False,0.95
272,0.013026534613615756,0.12385007248729722,0.025154170534438174,0.0986959020424093,91.65,False,0.95
273,0.012933145639730423,0.11981216837198307,0.020191362008261375,0.09962080603736079,91.84,False,0.95
274,0.01283983826171621,0.11782600851649912,0.02086130237708298,0.09696470602200581,92.2,False,0.95
275,0.012746616163188637,0.11815909882131805,0.0208875696755882,0.09727152920941003,91.73,False,0.95
276,0.012653483024396532,0.1169496227023948,0.019934452714947745,0.09701516963223107,92.25,False,0.95
277,0.012560442522076741,0.11536114745669895,0.020393503780086707,0.0949676434835817,91.73,False,0.95
278,0.012467498329308987,0.12246641523053503,0.024355589684783522,0.09811082565122181,91.91,False,0.95
279,0.012374654115370856,0.11715799057458201,0.02108556575452288,0.09607242487179928,92.02,False,0.95
280,0.012281913545592936,0.11609015785730802,0.018809821072599698,0.09728033703743902,91.96,False,0.95
281,0.012189280281214125,0.12095960248739292,0.019512863799881857,0.10144673896014181,91.97,False,0.95
282,0.012096757979237094,0.12184391259892374,0.023304262548748754,0.09853965050389624,92.28,True,0.95
283,0.01200435029228389,0.11286114089382,0.017902187224971052,0.09495895343203829,92.12,False,0.95
284,0.011912060868451771,0.1172533716656204,0.01790750914444335,0.09934586254704712,91.82,False,0.95
285,0.011819893351169175,0.11694761543956578,0.01787947642449767,0.09906813897128798,91.93,False,0.95
286,0.011727851379051857,0.11621391588551366,0.01701270563639382,0.09920121028891996,91.85,False,0.95
287,0.011635938585759275,0.11097462112322831,0.01632824415762901,0.09464637677256878,91.83,False,0.95
288,0.011544158599851136,0.11655641633730668,0.01889916500932354,0.09765725159364888,91.99,False,0.95
289,0.011452515044644123,0.11588067437211673,0.018746244544004146,0.09713442999328303,92.11,False,0.95
290,0.011361011538068882,0.11778515742884742,0.017323353075080067,0.10046180401347642,92.06,False,0.95
291,0.011269651692527175,0.11471120128010073,0.017017888679352198,0.09769331221269746,91.78,False,0.95
292,0.011178439114749264,0.11217412635938734,0.015594179654478008,0.09657994651386881,92.46,True,0.95
293,0.01108737740565154,0.11507031665398525,0.01563646324360982,0.0994338533307752,91.87,False,0.95
294,0.010996470160194364,0.10669348201053774,0.015519134308267226,0.09117434778784075,91.99,False,0.95
295,0.010905720967240113,0.10858614099586111,0.015368766722500198,0.09321737416789062,92.22,False,0.95
296,0.010815133409411553,0.11203439177101494,0.015534429725370983,0.09649996150635247,91.94,False,0.95
297,0.010724711062950351,0.11335717030187957,0.014913696023579845,0.0984434743021798,92.19,False,0.95
298,0.010634457497575916,0.11614372441147128,0.01767467690878508,0.09846904762407653,92.25,False,0.95
299,0.01054437627634447,0.11318301938028417,0.01662189299121308,0.09656112660200168,92.21,False,0.95
300,0.010454470955508386,0.11078019427438067,0.016306713096096985,0.09447348162404492,92.08,False,0.95
301,0.010364745084375784,0.10858384067686196,0.014642429977862371,0.09394141073282967,92.12,False,0.95
302,0.010275202205170423,0.1134165010900579,0.016160974736747324,0.09725552631749047,92.09,False,0.95
303,0.010185845852891855,0.11308454951414695,0.015133119988231322,0.09795143015873738,92.18,False,0.95
304,0.010096679555175861,0.1073943875475317,0.015552280532419045,0.09184210725192331,92.21,False,0.95
305,0.010007706832155197,0.11670414046344595,0.018388177373677365,0.09831596312359867,91.96,False,0.95
306,0.009918931196320625,0.1123161193015229,0.014603917968546988,0.09771220112203532,92.08,False,0.95
307,0.009830356152382239,0.11183591549977279,0.01483442233954994,0.09700149316818286,92.1,False,0.95
308,0.009741985197131108,0.11195834528686655,0.015661464683695607,0.09629688045790052,92.18,False,0.95
309,0.009653821819301234,0.11431709995381853,0.015642764371159114,0.0986743352543085,92.15,False,0.95
310,0.00956586949943181,0.11201099440073356,0.014528828472074153,0.09748216629283041,92.29,False,0.95
311,0.009478131709729824,0.10884579965192029,0.015450249754417783,0.09339555050445418,92.13,False,0.95
312,0.009390611913932988,0.10616972297430038,0.013585577565683132,0.09258414515190655,92.33,False,0.95
313,0.009303313567172978,0.11030037828490265,0.015225838593199339,0.09507453970165335,91.98,False,0.95
314,0.009216240115839045,0.11370653665473318,0.017151714579210196,0.09655482191433254,91.92,False,0.95
315,0.00912939499744196,0.11315989462483643,0.016328333898917094,0.09683156070800927,92.17,False,0.95
316,0.009042781640478281,0.10988843065296483,0.014126015838999778,0.09576241487366521,92.17,False,0.95
317,0.008956403464295052,0.11186254253754249,0.016179076897410247,0.09568346603813334,92.0,False,0.95
318,0.008870263878954758,0.11194314572036776,0.016149219177249406,0.09579392669037876,92.16,False,0.95
319,0.00878436628510073,0.11142587738159375,0.014091675699107412,0.09733420171034642,91.91,False,0.95
320,0.008698714073822897,0.11625046499519266,0.023884621502545018,0.09236584400009905,92.35,False,0.95
321,0.008613310626523901,0.11479759805350222,0.02183770037128821,0.0929598981498653,91.98,False,0.95
322,0.008528159314785611,0.1176611029694223,0.02048356379342512,0.09717753940285781,91.89,False,0.95
323,0.008443263500236001,0.11972828530985066,0.021346038273081947,0.0983822472138792,91.62,False,0.95
324,0.008358626534416472,0.13241057117015886,0.03956313112066088,0.09284743988233754,91.99,False,0.95
325,0.008274251758649511,0.11599267535230033,0.020112895703293446,0.09587977944403632,91.92,False,0.95
326,0.00819014250390679,0.11307927415284336,0.017898749307387024,0.09518052430616485,91.72,False,0.95
327,0.008106302090677675,0.10593389124315009,0.01585228854201288,0.0900816025896969,92.31,False,0.95
328,0.008022733828838117,0.11088298847023238,0.015093891041623985,0.09578909715398765,92.26,False,0.95
329,0.007939441017520008,0.11028554513413683,0.014707345185148666,0.09557820012808865,92.14,False,0.95
330,0.007856426944980904,0.10909210610338765,0.014797912291688925,0.09429419378184864,91.83,False,0.95
331,0.0077736948884742675,0.10563184613855477,0.0128979459265645,0.09273389991149943,92.4,False,0.95
332,0.0076912481141200115,0.10791432067879245,0.013888800496824531,0.09402552033718835,91.91,False,0.95
333,0.007609089876775617,0.10778287511605483,0.013457031832992012,0.09432584314774244,92.12,False,0.95
334,0.007527223419907632,0.10564529067940182,0.012872999161879858,0.09277229100211054,92.43,False,0.95
335,0.007445651975463582,0.10538154082675265,0.012633128786204845,0.09274841176393704,91.87,False,0.95
336,0.007364378763744423,0.1068636133439011,0.013416011549102573,0.09344760197986904,92.29,False,0.95
337,0.0072834069932773944,0.10501430782242718,0.012733949539371027,0.09228035852185681,92.22,False,0.95
338,0.007202739860689354,0.10815793530553834,0.014722316700997006,0.09343561870802163,92.16,False,0.95
339,0.0071223805505805544,0.10813850208989575,0.013723207460557166,0.09441529440446797,92.2,False,0.95
340,0.007042332235398985,0.11122750672392356,0.016988862100909025,0.09423864448172414,92.24,False,0.95
341,0.006962598075315046,0.1079389546225723,0.017398645172022983,0.09054030923761873,92.06,False,0.95
342,0.006883181218096856,0.10855899264033024,0.019219695624266554,0.0893392972011342,92.06,False,0.95
343,0.006804084798985957,0.10332844903071721,0.012427085501133885,0.09090136348182319,92.29,False,0.95
344,0.00672531194057354,0.10525116674665712,0.013653149794484688,0.09159801709346282,92.05,False,0.95
345,0.006646865752677172,0.104509674744983,0.014433326225520836,0.09007634865677255,92.16,False,0.95
346,0.006568749332218033,0.11533730149141744,0.022538068455556393,0.09279923255626972,91.21,False,0.95
347,0.00649096576309865,0.12097440472143328,0.03195361418124193,0.08902079061183155,91.76,False,0.95
348,0.006413518116081129,0.10578947132214522,0.016979596659174968,0.08880987476844054,92.06,False,0.95
349,0.006336409448665983,0.10530570910399796,0.015667259599615492,0.08963844963373283,92.18,False,0.95
350,0.006259642804971355,0.103894733879556,0.014059503942839483,0.08983523032476759,92.08,False,0.95
351,0.006183221215612899,0.10585528596216796,0.013935702631019183,0.09191958335602385,92.27,False,0.95
352,0.006107147697584106,0.10197519202135567,0.013093682676633326,0.08888150901239142,92.08,False,0.95
353,0.006031425254137217,0.10408590434708147,0.013119590281644184,0.09096631404553723,92.24,False,0.95
354,0.005956056874664623,0.098513825231383,0.011075517106960472,0.08743830827566293,92.26,False,0.95
355,0.005881045534580913,0.10090324008821422,0.011401309386994213,0.0895019307350501,91.91,False,0.95
356,0.005806394195205352,0.10517886376533753,0.013389765004364725,0.09178909875898279,92.04,False,0.95
357,0.005732105803644978,0.10187258743322812,0.012949573618367825,0.08892301387257046,91.88,False,0.95
358,0.005658183292678311,0.09886206384015898,0.01091378334010195,0.08794828039458674,92.19,False,0.95
359,0.005584629580639491,0.10000422017441855,0.011760201277290909,0.08824401896478784,92.02,False,0.95
360,0.005511447571303131,0.09930298171746425,0.01133375627020549,0.08796922528208831,92.25,False,0.95
361,0.005438640153769651,0.10166793147850241,0.012482002711830994,0.08918592878259145,92.25,False,0.95
362,0.005366210202351236,0.10163207368081452,0.012704671822233587,0.08892740197798125,92.25,False,0.95
363,0.005294160576458331,0.09933386711228608,0.01113419826580291,0.08819966890618332,91.88,False,0.95
364,0.0052224941204868135,0.1009135922878726,0.011497898168591226,0.08941569414913145,91.99,False,0.95
365,0.005151213663705652,0.1021769951041947,0.012667001529525105,0.08950999350501941,91.92,False,0.95
366,0.005080322020145216,0.09991620742102973,0.012479503118655939,0.0874367042675487,92.11,False,0.95
367,0.005009821988486224,0.09726019388335383,0.010799494142142626,0.08646070001981197,92.36,False,0.95
368,0.0049397163519491975,0.10038421895259465,0.01240251250923253,0.08798170669211282,92.18,False,0.95
369,0.004870007878184631,0.09986968313017462,0.012455713300384644,0.08741396964869948,92.27,False,0.95
370,0.00480069931916371,0.09969820012139459,0.012023267167039279,0.08767493282500495,92.37,False,0.95
371,0.004731793411069672,0.09803935637076695,0.011226628696084278,0.08681272775826292,92.21,False,0.95
372,0.0046632928741897695,0.09737060967291522,0.010189987995669756,0.08718062157177517,92.33,False,0.95
373,0.0045952004128079265,0.09718645262157816,0.011072792465058275,0.08611366047691076,92.19,False,0.95
374,0.004527518715097911,0.09795130556847295,0.01115502756781494,0.08679627754494675,91.98,False,0.95
375,0.004460250453017257,0.09802686448535348,0.010245803568480361,0.08778106093279317,92.15,False,0.95
376,0.004393398282201786,0.09534632955860887,0.01120045677655273,0.08414587244773522,92.22,False,0.95
377,0.004326964841860717,0.09817146341133322,0.010607880536212116,0.08756358307014164,92.04,False,0.95
378,0.0042609527546725295,0.09981341532662384,0.011637235918026576,0.08817617945436738,92.47,True,0.95
379,0.0041953646266813934,0.09511020531256993,0.010369754670999752,0.08474045055798995,92.0,False,0.95
380,0.0041302030471943,0.09358812738050762,0.009854587947185606,0.08373353926417156,92.28,False,0.95
381,0.0040654705886788225,0.09433870431449679,0.0101935060428153,0.08414519832939164,92.17,False,0.95
382,0.0040011698066616,0.09580713300368725,0.010296900344725985,0.08551023273259147,92.21,False,0.95
383,0.0039373032396273905,0.09863332082700525,0.011206491125954522,0.08742682973289082,92.53,True,0.95
384,0.0038738734089189112,0.09616883678568734,0.010372028355765292,0.0857968082667416,91.96,False,0.95
385,0.003810882818637266,0.09631484645044702,0.010013832595263027,0.086301013859164,92.07,False,0.95
386,0.0037483339555431034,0.0945061323288669,0.00975463000070463,0.08475150231622224,92.0,False,0.95
387,0.0036862292889584393,0.09707584149307674,0.01050722210182466,0.08656861961015269,92.17,False,0.95
388,0.003624571270669169,0.09451152849146444,0.010224297933248628,0.08428723037115529,92.15,False,0.95
389,0.0035633623348282823,0.09620939857429928,0.010457590819360355,0.08575180822458023,92.23,False,0.95
390,0.003502604897859748,0.09661014591399421,0.01035269733486522,0.08625744840400851,92.4,False,0.95
391,0.00344230135836316,0.09313152402512029,0.01072107260234845,0.08241045153421214,92.38,False,0.95
392,0.0033824540970189914,0.09616548326025662,0.011120461556328159,0.08504502153676799,92.57,True,0.95
393,0.003323065476494647,0.09276897113165285,0.010746944021099271,0.08202202742298444,92.16,False,0.95
394,0.0032641378413511756,0.09517550458892798,0.010803894641307684,0.08437161013866082,92.05,False,0.95
395,0.0032056735179507184,0.0922734022904665,0.010325867682695389,0.08194753451225086,92.18,False,0.95
396,0.0031476748143646413,0.09652567740816337,0.010618649789283419,0.08590702741191937,92.4,False,0.95
397,0.003090144020282467,0.09452974598886621,0.010449011308642535,0.0840807347279838,92.21,False,0.95
398,0.0030330834069214347,0.09686517148700535,0.010360830931120321,0.08650434071309546,92.18,False,0.95
399,0.002976495226936847,0.09508844356761019,0.010354945438110039,0.08473349824293047,92.05,False,0.95
400,0.0029203817143331695,0.09433540523561657,0.0089689446772393,0.08536646012057605,92.03,False,0.95
401,0.0028647450843757877,0.09280318317887111,0.00880005785351635,0.08400312518207435,92.31,False,0.95
402,0.0028095875335035886,0.09202527277107932,0.008967340905935718,0.08305793210991427,92.07,False,0.95
403,0.002754911239242239,0.09067233018258698,0.009417429588273423,0.08125490090276441,92.02,False,0.95
404,0.002700718360118216,0.0919346190097495,0.008849535081694778,0.08308508384049448,92.13,False,0.95
405,0.0026470110355735865,0.093456384112947,0.009721999373048162,0.08373438506426974,91.97,False,0.95
406,0.0025937913858815726,0.09374961629509926,0.009280812204218445,0.08446880394959042,91.87,False,0.95
407,0.00254106151206281,0.09112312310399154,0.008766327889110798,0.08235679547756146,92.08,False,0.95
408,0.002488823495802428,0.09308219847516117,0.00853765911112229,0.0845445398018401,92.16,False,0.95
409,0.002437079399367874,0.09209027832262537,0.008984995369090993,0.08310528287393415,92.08,False,0.95
410,0.002385831265527463,0.09166869865014003,0.008788853139481228,0.08287984511663771,92.07,False,0.95
411,0.0023350811174697723,0.0914641580838933,0.009162395078147579,0.08230176287838536,92.16,False,0.95
412,0.00228483095872375,0.09029081782214662,0.008947444417012425,0.0813433732996639,92.19,False,0.95
413,0.0022350827730796227,0.09362506105476974,0.009198352925352052,0.0844267082010579,92.11,False,0.95
414,0.00218583852451057,0.09281075433788137,0.008267296807498185,0.08454345755724825,92.1,False,0.95
415,0.0021371001570952173,0.09098269516586238,0.009382103764826162,0.08160059138113616,91.9,False,0.95
416,0.002088869594940846,0.09145992825556006,0.008375301274558546,0.08308462706259173,92.01,False,0.95
417,0.0020411487421074666,0.09119123465612404,0.00903159919549098,0.08215963506163695,91.99,False,0.95
418,0.0019939394825326485,0.0908692479133606,0.008470633077140674,0.08239861539541146,92.01,False,0.95
419,0.0019472436799571136,0.09294856540285625,0.00918204191292071,0.0837665235894358,92.05,False,0.95
420,0.0019010631778511968,0.0888983953712333,0.007832890087897833,0.08106550507438488,91.76,False,0.95
421,0.0018553997993420454,0.09280175629716653,0.010097925674616016,0.08270383049917017,92.13,False,0.95
422,0.0018102553471416574,0.08928243815898895,0.007663623324364551,0.08161881457791369,91.94,False,0.95
423,0.0017656316034756984,0.09035275424392815,0.008278011246862957,0.08207474273239446,92.13,False,0.95
424,0.0017215303300131722,0.08987057199462867,0.007249999914764084,0.08262057213956474,91.94,False,0.95
425,0.001677953267796832,0.09059952622932246,0.009400128202839222,0.08119939799364816,91.96,False,0.95
426,0.0016349021371744824,0.08910899271822384,0.0076711624721463164,0.08143783007294704,91.93,False,0.95
427,0.0015923786377310426,0.08688457173287359,0.007717055049685077,0.07916751663144837,91.96,False,0.95
428,0.0015503844482214612,0.08790159273223999,0.008588025983200114,0.07931356673311983,92.05,False,0.95
429,0.0015089212265044334,0.09045450456249408,0.008679733397717724,0.08177477124537158,92.12,False,0.95
430,0.001467990609476957,0.0888966849535449,0.007704855735875411,0.08119182919080441,91.96,False,0.95
431,0.0014275942130097092,0.0902890221367025,0.00810574334807312,0.08218327855579874,91.77,False,0.95
432,0.0013877336318832447,0.08800372605522473,0.007115245311178713,0.08088848044156519,92.01,False,0.95
433,0.0013484104397250647,0.08905070552077049,0.007808071216886751,0.08124263447701421,91.97,False,0.95
434,0.001309626188947458,0.0872463328588722,0.008037351969327046,0.07920898150047685,91.88,False,0.95
435,0.0012713824106862365,0.08555696121393105,0.0069907000905268975,0.0785662609224136,91.9,False,0.95
436,0.0012336806147402824,0.0880281422764827,0.008421952420304347,0.07960619038750982,91.92,False,0.95
437,0.0011965222895119472,0.08667226549651888,0.007601021846724499,0.07907124385874495,92.16,False,0.95
438,0.0011599089019482763,0.08669599441763683,0.007901922499156024,0.07879407178515042,91.93,False,0.95
439,0.0011238418974831273,0.08884259023600155,0.007814891037379956,0.08102769875883037,91.98,False,0.95
440,0.0010883226999800807,0.08538002253342898,0.008271742745453859,0.07710827995314558,91.91,False,0.95
441,0.0010533527116762277,0.08570343211420581,0.007084635749029426,0.07861879668556727,91.92,False,0.95
442,0.0010189333131268353,0.08551793666476877,0.008251369323852098,0.07726656744240695,91.99,False,0.95
443,0.0009850658631508193,0.08721778137434243,0.007542713853713666,0.07967506734351827,92.05,False,0.95
444,0.0009517516987771153,0.08646582070196795,0.008069399817902436,0.07839642057561466,91.84,False,0.95
445,0.0009189921351918885,0.08513622619530074,0.007268317714413134,0.07786790876943842,92.06,False,0.95
446,0.0008867884656866194,0.08464428699678844,0.007678637738761484,0.07696564941324739,91.99,False,0.95
447,0.0008551419616070316,0.08527354093698356,0.007071101715644965,0.07820243923327862,91.94,False,0.95
448,0.0008240538723029289,0.08292495424294063,0.006897727359866357,0.0760272268174041,91.98,False,0.95
449,0.000793525425078836,0.08423965704492015,0.006858744165008394,0.077380912967472,91.87,False,0.95
450,0.0007635578251455789,0.08416120421427947,0.007356468173197637,0.07680473588088639,91.99,False,0.95
451,0.0007341522555726966,0.08308738438237427,0.006625765616185645,0.07646161878210866,91.96,False,0.95
452,0.0007053098772417184,0.08409822850018485,0.007706004006859775,0.07639222455203024,91.87,False,0.95
453,0.0006770318288003553,0.0855749780869382,0.007201763271935221,0.07837321469162264,91.98,False,0.95
454,0.0006493192266175414,0.08303699021538098,0.0072145791202942785,0.07582241099359643,92.0,False,0.95
455,0.0006221731647393621,0.08441686875417702,0.007122079849752606,0.07729478909546493,91.91,False,0.95
456,0.0005955947148458537,0.08271401340508053,0.00793178782511789,0.07478222569339296,91.86,False,0.95
457,0.0005695849262087124,0.0828824702045347,0.007152988400278438,0.0757294817485361,91.9,False,0.95
458,0.000544144825649854,0.08436814873901188,0.007072479101932711,0.07729566947389872,92.04,False,0.95
459,0.0005192754175008915,0.08399554176463021,0.008049987401797349,0.07594555450810327,91.99,False,0.95
460,0.0004949776835634748,0.08212259803444912,0.006716108008319687,0.07540648997339428,92.08,False,0.95
461,0.0004712525830705336,0.08409131111370192,0.0077223219853053745,0.0763689894706775,91.91,False,0.95
462,0.0004481010526484128,0.0835589509871271,0.007093240882063078,0.07646571004237884,92.07,False,0.95
463,0.0004255240062798902,0.08342887811426423,0.007129186619089073,0.07629969142950498,91.96,False,0.95
464,0.00040352233526810203,0.08455604410324341,0.007161671719633234,0.07739437244132034,92.02,False,0.95
465,0.00038209690820134124,0.08564946376997182,0.007808657016796179,0.07784080645467481,92.08,False,0.95
466,0.00036124857091878994,0.08325102186610556,0.007406179260852563,0.07584484249480769,91.93,False,0.95
467,0.00034097814647709757,0.08339484593170321,0.006786783858656119,0.07660806210886718,91.92,False,0.95
468,0.0003212864351179188,0.08244262524267547,0.0064307309758777804,0.07601189409565721,91.9,False,0.95
469,0.00030217421423629694,0.08215318623388934,0.007040154358021852,0.07511303188581751,92.0,False,0.95
470,0.00028364223834999026,0.08301057453211556,0.0067359823315667035,0.07627459227019905,92.06,False,0.95
471,0.0002656912390696691,0.08124305107272588,0.005944159582384631,0.07529889145850116,91.99,False,0.95
472,0.00024832192507005406,0.08008987074479079,0.007229787164216495,0.07286008390096518,91.77,False,0.95
473,0.00023153498206191994,0.07860307892163594,0.006036762492412813,0.07256631632773285,92.05,False,0.95
474,0.0002153310727650292,0.08220244562014556,0.0062907569400934326,0.07591168888104267,91.96,False,0.95
475,0.00019971083688197938,0.08189830718896328,0.0075627358622339545,0.07433557144214964,91.93,False,0.95
476,0.00018467489107293504,0.08055116404962336,0.00695583931544525,0.0735953253112797,92.13,False,0.95
477,0.0001702238289312907,0.08392149337336548,0.006336741113605408,0.07758475235130033,91.95,False,0.95
478,0.00015635822096023594,0.08107447439534032,0.007016009529734142,0.074058464799936,91.91,False,0.95
479,0.00014307861455023214,0.08264865048038654,0.006649212256018232,0.0759994382213833,92.01,False,0.95
480,0.00013038553395740111,0.0843477714010793,0.006752111026659035,0.07759566044705546,92.03,False,0.95
481,0.00011827948028283349,0.08222718969878988,0.006927751480307207,0.07529943802545214,92.02,False,0.95
482,0.00010676093145279616,0.08065450417562428,0.00734663656196342,0.0733078677430112,91.95,False,0.95
483,9.583034219987404e-05,0.08176449562112491,0.007712010841450503,0.07405248469012415,92.04,False,0.95
484,8.548814404501611e-05,0.08099578174515668,0.006802877277915931,0.07419290425431015,91.93,False,0.95
485,7.573474528049737e-05,0.08140534863003299,0.007352709919453049,0.07405263838222903,92.07,False,0.95
486,6.657053095380003e-05,0.08105888749417077,0.007291633991970338,0.07376725331712992,91.94,False,0.95
487,5.799586285241241e-05,0.08029652625704423,0.00673439537978962,0.0735621308732746,92.08,False,0.95
488,5.001107948955195e-05,0.07937332650280407,0.006847636503541571,0.0725256899992625,91.98,False,0.95
489,4.261649609079097e-05,0.08138681072582546,0.007486554710433269,0.07390025624225283,92.09,False,0.95
490,3.581240458162159e-05,0.08346750357976326,0.00664569647051394,0.0768218071351194,92.02,False,0.95
491,2.9599073575926604e-05,0.08014933376485465,0.007103753650290335,0.07304557995536388,91.96,False,0.95
492,2.397674836537466e-05,0.08158820682865942,0.007150636533171766,0.0744375702407625,91.88,False,0.95
493,1.894565090973798e-05,0.07902408502677567,0.006676712590787146,0.07234737248374866,92.0,False,0.95
494,1.4505979828129395e-05,0.0804500115923902,0.00594661368502893,0.07450339771234073,92.07,False,0.95
495,1.0657910391161925e-05,0.08229326485441281,0.006910477345013338,0.07538278754322957,92.07,False,0.95
496,7.401594514025997e-06,0.08046506545864619,0.006969428231191431,0.07349563746625541,91.96,False,0.95
497,4.7371607505009e-06,0.08079455722855707,0.006850716433065952,0.07394384076962104,91.99,False,0.95
498,2.6647142878655206e-06,0.08029418636081564,0.00688949194099977,0.07340469434220567,91.86,False,0.95
499,1.1843369427583234e-06,0.0819305720874387,0.007088179387645717,0.07484239257044262,91.93,False,0.95
500,2.960871579432699e-07,0.08133057288379751,0.0070573283582288995,0.07427324424696784,91.91,False,0.95
